292	291	11	7D4D2DBC-4A44-48F5-911D-A63ABAFD5120	2017-12-13 13:21:02.243000000
294	293	11	3EA25B65-9579-4260-977D-D6F00D7D20EE	2017-12-13 13:21:02.320000000
296	295	11	DADAC1FF-3351-4827-9AE0-95004885C193	2017-12-13 13:21:02.383000000
298	297	11	B924F26F-6446-45D1-A92B-6F418374F075	2017-12-13 13:21:02.447000000
300	299	11	5BA4E7BE-8D29-46A2-B68D-67B1615B124A	2017-12-13 13:21:02.510000000
302	301	11	6CC8F248-8D96-4AFD-ADCC-61D93E8DE3B1	2017-12-13 13:21:02.570000000
304	303	11	33B4DA81-4448-481F-BF7C-357EA4D23F21	2017-12-13 13:21:02.633000000
306	305	11	70D35526-7C2F-470F-98CB-F9299A754F16	2017-12-13 13:21:02.697000000
308	307	14	DA33B75D-32FB-432D-A275-9E9D32E78F3E	2017-12-13 13:21:02.760000000
310	309	14	C2DEE145-A902-477E-AB21-29659AC3E97E	2017-12-13 13:21:02.820000000
312	311	14	4020DEAE-56F6-47DF-96C1-A01F3DE2305C	2017-12-13 13:21:02.883000000
314	313	14	9EF858DE-EABA-4A53-9B28-FC699D789957	2017-12-13 13:21:02.930000000
316	315	11	E3F641EA-02D1-4B59-BE3F-97785D4DAB4D	2017-12-13 13:21:02.993000000
318	317	11	DEB6D69A-7A6C-4820-B48D-67DC990A2A20	2017-12-13 13:21:03.053000000
320	319	11	C7BBF9BA-A676-41AD-ADC0-64A3190A50AF	2017-12-13 13:21:03.117000000
322	321	11	299E6EC8-5AA4-4E78-8EF1-35B125523BD3	2017-12-13 13:21:03.163000000
324	323	11	800EAF50-A564-4A2D-B06B-D920F7780C8B	2017-12-13 13:21:03.243000000
326	325	11	25CD8C2C-375F-4267-BF52-ACCE99255B42	2017-12-13 13:21:03.303000000
328	327	14	3F34DD3E-B7D5-4E44-A44C-D85B06299EDD	2017-12-13 13:21:03.350000000
330	329	14	2B8DADDC-5547-402C-9E88-12B70FF867C5	2017-12-13 13:21:03.413000000
332	331	11	3E139BDB-4810-464E-9283-DECD32939688	2017-12-13 13:21:03.477000000
334	333	11	79B81988-81DB-4C09-ABBA-DFD0328105C0	2017-12-13 13:21:03.540000000
336	335	11	F860BD9F-D951-490E-8180-68647B3AF8FF	2017-12-13 13:21:03.587000000
338	337	14	FBD31093-D7DA-4E73-A451-65D735AA7A5D	2017-12-13 13:21:03.650000000
340	339	14	E47DA956-BD09-4538-8C96-A54184103E37	2017-12-13 13:21:03.710000000
342	341	11	684329F0-A72D-48B8-AB03-DF71CDDE7D06	2017-12-13 13:21:03.773000000
344	343	11	0E667419-C7BB-4ABA-BE17-78801A6D929C	2017-12-13 13:21:03.837000000
346	345	14	6324CF53-A7B0-4009-A717-93FBCE96BE49	2017-12-13 13:21:03.900000000
348	347	14	F264A712-713C-4F49-90E4-F472799D372C	2017-12-13 13:21:03.960000000
350	349	11	4DA3D351-1BF0-4CE7-933E-49130672217F	2017-12-13 13:21:04.010000000
352	351	11	A1E6D0FE-3A15-4ACC-B70C-E5C025F8C672	2017-12-13 13:21:04.070000000
354	353	14	E3B65838-39FE-40EA-8A81-50CDBAD14547	2017-12-13 13:21:04.133000000
356	355	14	AE565833-864E-4F7C-870D-320D66D87CC0	2017-12-13 13:21:04.197000000
358	357	14	B35E6AE5-AA16-4491-8351-96C52F813E59	2017-12-13 13:21:04.260000000
360	359	14	ED90B8B3-A1EA-4114-80CE-36194F313A61	2017-12-13 13:21:04.320000000
362	361	14	DC638543-D8A6-45BB-9ED4-1BA1B9AFAAF5	2017-12-13 13:21:04.367000000
364	363	15	5C2B656B-4FCD-48F5-9490-475E6C913E7B	2017-12-13 13:21:04.430000000
366	365	15	D3789A2C-716B-4C68-BF7C-32B50065CB0F	2017-12-13 13:21:04.493000000
368	367	15	30530E6E-95E4-418A-9E33-D91E45E1CEEA	2017-12-13 13:21:04.553000000
370	369	11	1FC1EB22-9273-4FDE-800B-CC9854EBCE02	2017-12-13 13:21:04.600000000
372	371	11	21E336DB-B9B6-40F6-9860-733BD49E5C9B	2017-12-13 13:21:04.663000000
374	373	14	7F796271-4766-43B6-9E1C-32D7A6B56D95	2017-12-13 13:21:04.727000000
376	375	14	FBCAA1C0-0919-430F-A8A3-2C028561B89D	2017-12-13 13:21:04.790000000
378	377	15	D863E894-B7F7-4F04-9A95-318A32717E40	2017-12-13 13:21:04.850000000
380	379	15	2FDF5E10-BD87-4F59-881F-5BA8D00AD803	2017-12-13 13:21:04.913000000
382	381	11	BD4A26C1-864E-4DA7-BF95-8D7B014C8F30	2017-12-13 13:21:04.960000000
384	383	11	F7C042F2-3BF2-438C-A3F4-04C38CF70DC7	2017-12-13 13:21:05.023000000
386	385	11	74EBD106-BE6F-4405-8239-C6CFE21D8AA7	2017-12-13 13:21:05.087000000
388	387	15	5EAE3335-6344-40B2-BC17-F0A2FCB46D83	2017-12-13 13:21:05.150000000
390	389	15	2019BB4F-830D-4A17-9643-5DD983F975C2	2017-12-13 13:21:05.210000000
392	391	15	480A6031-F252-4624-97D1-3019065E6DDF	2017-12-13 13:21:05.260000000
394	393	11	E7D3DACF-B948-4D60-A3D8-D41AD7C26935	2017-12-13 13:21:05.320000000
396	395	11	FB0F5338-9494-4CDE-B23A-0C6AB8EB818F	2017-12-13 13:21:05.383000000
398	397	11	333865B8-61D8-491F-AD90-69F168F912FC	2017-12-13 13:21:05.430000000
400	399	15	C5B54296-1BB8-4F3F-98D0-5C574FE31AF7	2017-12-13 13:21:05.493000000
402	401	15	E9ABD738-DD0B-4CD4-AF1C-A30395EAB63B	2017-12-13 13:21:05.553000000
404	403	15	EB03B2B1-44FA-40B4-9FF5-CA9B84222CBE	2017-12-13 13:21:05.600000000
406	405	11	17B5E184-3F53-4667-BD9C-01349A40E78C	2017-12-13 13:21:05.663000000
408	407	11	A315AD94-37B6-4CA8-9BCC-F1301F93ABBC	2017-12-13 13:21:05.727000000
410	409	15	41F91829-511C-41B4-A0DC-92F0690CFCB6	2017-12-13 13:21:05.790000000
412	411	15	3B7C82BC-9AC9-48F0-9909-A88503D79441	2017-12-13 13:21:05.867000000
414	413	15	509E8E9C-D28E-4D4A-B3FE-EA06C619D9CD	2017-12-13 13:21:05.930000000
416	415	11	70C54F8A-7D4A-4C9A-9715-64950B02C961	2017-12-13 13:21:05.977000000
418	417	11	DD1FDE3B-80CD-4F07-AFC0-39ED599FE70B	2017-12-13 13:21:06.053000000
420	419	14	92E0FA0F-AE90-47CB-B876-F9454C31EA90	2017-12-13 13:21:06.117000000
422	421	14	B4E63792-5574-4F7D-A523-998067A535A3	2017-12-13 13:21:06.180000000
